0, 0, 0.616, 0, -30
0, 0, 0.616, 0, -30
0, 0, 0.616, 11250, -30
0, 0, 0.616, 11250, -30
0, 0, 0.616, 11250, 11220
0, 0, 0.616, 11250, 11220
0, 0, 0.616, 11250, 11220
0, 0, 0.616, 11250, 11220
0, 0, 0.616, 11250, 11220
0, 0, 1.123, 11250, 11220
0, 0, 1.123, 11250, 11220
0, 0, 1.123, 11250, 11220
0, 0, 1.123, 11250, 11214
0, 0, 1.316, 11250, 11214
0, 0, 1.316, 11250, 11212
0, 0, 1.316, 11250, 11200
0, 0, 2.309, 11250, 11200
0, 0, 2.309, 11250, 11190
0, 0, 2.309, 11250, 11190
0, 0, 2.309, 11250, 11190
0, 0, 2.309, 11250, 11190
0, 0, 2.309, 11250, 11156
0, 0, 2.309, 11250, 11156
0, 0, 2.309, 11250, 11156
0, 0, 3.031, 11250, 11156
0, 0, 3.031, 11250, 11126
0, 0, 3.031, 11250, 11126
0, 0, 3.031, 11250, 11048
0, 0, 3.031, 11250, 11048
0, 0, 3.349, 11250, 11030
0, 0, 3.349, 11250, 11030
0, 0, 3.349, 11250, 11010
0, 0, 3.349, 11250, 10982
0, 0, 3.96, 11250, 10982
0, 0, 3.96, 11250, 10982
0, 0, 3.96, 11250, 10950
0, 0, 3.96, 11250, 10896
0, 0, 3.96, 11250, 10896
0, 0, 5.042, 11250, 10876
0, 0, 5.042, 11250, 10876
0, 0, 5.042, 11250, 10844
0, 0, 5.042, 11250, 10786
0, 0, 5.042, 11250, 10786
0, 0, 5.042, 11250, 10764
0, 0, 5.042, 11250, 10764
0.275, 0, 6.016, 11250, 10728
0.275, 0, 6.016, 11250, 10728
1.251, 0, 7.831, 11274, 10704
1.251, 0, 7.831, 11274, 10704
1.251, 0, 7.831, 11358, 10704
1.251, 0, 7.831, 11358, 10668
1.251, 0, 7.831, 11358, 10668
1.251, 0, 7.831, 11358, 10718
1.251, 0, 7.831, 11358, 10718
1.251, 0, 7.831, 11358, 10718
2.444, 0, 8.656, 11358, 10718
2.444, 0, 8.656, 11358, 10658
2.444, 0, 8.656, 11456, 10658
2.444, 0, 8.656, 11456, 10574
2.444, 0, 8.656, 11456, 10574
2.444, 0, 8.656, 11456, 10624
3.172, 0, 9.464, 11456, 10586
3.172, 0, 9.464, 11456, 10586
3.172, 0, 9.464, 11514, 10560
3.172, 0, 9.464, 11514, 10560
4.106, 0, 10.343, 11514, 10594
4.106, 0, 10.343, 11514, 10594
4.106, 0, 10.343, 11586, 10558
4.106, 0, 10.343, 11586, 10558
4.106, 0, 10.343, 11586, 10568
5.349, 0, 11.496, 11586, 10568
5.349, 0, 11.496, 11586, 10568
5.349, 0, 11.496, 11677, 10544
5.349, 0, 11.496, 11677, 10561
5.349, 0, 11.496, 11677, 10561
5.349, 0, 11.496, 11677, 10537
5.349, 0, 11.496, 11677, 10537
5.349, 0, 11.496, 11677, 10475
6.661, 0, 12.19, 11677, 10475
6.661, 0, 12.19, 11677, 10475
6.661, 0, 12.19, 11767, 10451
6.661, 0, 12.19, 11767, 10451
6.661, 0, 12.19, 11767, 10451
6.661, 0, 12.19, 11767, 10451
6.661, 0, 12.19, 11767, 10479
7.072, 0, 12.748, 11767, 10479
7.072, 0, 12.748, 11767, 10391
7.072, 0, 12.748, 11795, 10391
7.072, 0, 12.748, 11795, 10343
7.072, 0, 12.748, 11795, 10343
7.491, 0, 13.369, 11795, 10347
7.491, 0, 13.369, 11795, 10347
