0,0
1181.6,20.0
1217.8,21.0
1390.78,21.0
1496.9,21.0
1954.56,21.0
2154.06,23.0
2612.59,29.0
3251.27,50.0
3632.66,62.0
3807.0,71.0
3577.54,80.0
3138.84,79.0
2503.17,66.0
2017.82,51.0
2443.89,37.0
3160.8,25.0
3395.35,31.0
3689.23,46.0
3868.32,60.0
3776.96,73.0
3346.15,83.0
3205.5,85.0
3523.83,81.0
3604.92,85.0
3604.92,90.0
3931.36,93.0
4131.51,94.0
4131.51,96.0
3807.0,99.0
3747.33,92.0
2932.41,75.0
2856.02,71.0
2991.93,66.0
2800.84,62.0
2458.5,60.0
2503.17,55.0
2645.27,49.0
2782.83,48.0
3053.47,60.0
3095.66,63.0
2971.87,63.0
2695.54,59.0
2596.5,51.0
2518.35,43.0
2429.41,40.0
2331.79,38.0
2072.94,34.0
1996.39,32.0
1954.56,30.0
2050.62,29.0
2612.59,30.0
2518.35,36.0
2913.0,45.0
2874.81,47.0
2503.17,41.0
2240.18,35.0
2178.13,30.0
2107.12,26.0
1964.9,26.0
1790.67,25.0
1746.33,24.0
1703.59,22.0
1934.14,22.0
2488.14,23.0
3053.47,27.0
3420.41,38.0
3604.92,51.0
3660.76,60.0
3577.54,65.0
3298.14,63.0
3205.5,51.0
3205.5,48.0
3183.02,45.0
3346.15,44.0
3577.54,45.0
3747.33,49.0
4029.29,57.0
4202.19,70.0
4466.93,72.0
4631.63,80.0
4350.01,97.0
4166.59,109.0
4166.59,110.0
4238.32,114.0
4202.19,116.0
4350.01,101.0
4466.93,100.0
4507.13,106.0
4507.13,111.0
4507.13,113.0
4466.93,113.0
4388.38,111.0
4388.38,109.0
3868.32,104.0
3837.45,97.0
3718.08,89.0
3632.66,84.0
3632.66,79.0
3604.92,76.0
3604.92,74.0
3577.54,73.0
3497.48,70.0
3471.47,68.0
3445.78,66.0
3346.15,64.0
3346.15,62.0
3322.0,60.0
3274.56,59.0
3205.5,58.0
3183.02,56.0
3160.8,55.0
3138.84,54.0
3117.13,53.0
3095.66,52.0
3117.13,51.0
3228.25,51.0
3899.62,57.0
4096.94,64.0
4238.32,72.0
4507.13,75.0
4807.32,76.0
4853.08,80.0
4762.31,88.0
4762.31,94.0
5044.1,98.0
5044.1,103.0
5044.1,108.0
4995.11,114.0
5044.1,124.0
5144.69,137.0
5144.69,144.0
4853.08,146.0
4507.13,126.0
4547.97,110.0
4507.13,99.0
2837.43,96.0
32.14,83.0
0.0,44.0
0.0,13.0
247.91,4.0
3183.02,24.0
3776.96,54.0
4131.51,86.0
4388.38,115.0
4547.97,142.0
4547.97,171.0
4507.13,190.0
4427.35,187.0
4131.51,155.0
2473.25,145.0
336.59,120.0
10.15,64.0
0.0,21.0
0.0,6.0
108.91,3.0
4096.94,6.0
4589.47,74.0
4899.62,122.0
5093.95,159.0
5248.9,189.0
4853.08,216.0
1855.58,230.0
121.97,172.0
0.0,68.0
139.18,3.0
2215.04,2.0
3228.25,11.0
3747.33,40.0
4131.51,83.0
4238.32,136.0
4388.38,188.0
3996.18,233.0
1090.09,195.0
0.0,102.0
0.0,26.0
0.0,2.0
0.0,0.0
0.0,0.0
0.0,2.0
1737.66,23.0
2017.82,37.0
2252.92,55.0
2503.17,74.0
2518.35,87.0
2386.8,97.0
2107.12,102.0
1695.22,104.0
2130.39,94.0
