0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-30.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-30.0,30.0,0.0
0.0,0.0,0.0,-32.0,32.0,0.0
