0,0,0,0,0,0,8000
0.0,0.0,0.0,0.0,-30.0,30.0,8000.0
0.0,0.0,-30.0,30.0,8000.0
0.0,0.0,-30.0,30.0,8000.0
0.0,0.0,-30.0,30.0,8000.0
0.0,0.0,-30.0,30.0,8000.0
0.0,0.0,-30.0,30.0,8000.0
0.0,0.0,-30.0,30.0,8000.0
0.0,0.0,-30.0,30.0,8000.0
0.0,0.0,-30.0,30.0,8000.0
0.0,0.0,-30.0,30.0,8000.0
0.0,0.0,-30.0,30.0,8000.0
0.0,0.0,7970.0,30.0,8000.0
0.0,0.0,7918.0,82.0,8000.0
0.0,0.0,7792.0,208.0,8000.0
0.0,0.0,7562.0,438.0,8000.0
0.0,0.0,7388.0,612.0,8000.0
0.0,0.0,7200.0,800.0,8000.0
0.0,0.0,6972.0,1028.0,8000.0
0.0,0.0,6814.0,1186.0,8000.0
0.0,0.0,6550.0,1450.0,8000.0
0.0,0.0,6372.0,1628.0,8000.0
0.0,0.0,6148.0,1852.0,8000.0
0.0,0.0,5974.0,2026.0,8000.0
0.0,0.0,5788.0,2236.0,8000.0
0.0,0.0,5582.0,2418.0,8000.0
0.0,0.0,5372.0,2628.0,8000.0
0.0,0.0,5186.0,2814.0,8000.0
0.0,0.0,4958.0,3042.0,8000.0
0.0,0.0,4768.0,3232.0,8000.0
0.0,0.0,4550.0,3450.0,8000.0
0.0,0.0,4328.0,3672.0,8000.0
0.0,0.0,4134.0,3866.0,8000.0
0.0,0.0,3906.0,4094.0,8000.0
0.0,0.0,3708.0,4292.0,8000.0
0.0,0.0,3508.0,4492.0,8000.0
0.0,0.0,3272.0,4728.0,8000.0
0.0,0.0,3072.0,4928.0,8000.0
0.0,0.0,2838.0,5162.0,8000.0
0.0,2.41,2646.0,5354.0,8000.0
0.0,6.46,2464.0,5536.0,8000.0
0.0,10.58,2228.0,5772.0,8000.0
0.0,12.49,2040.0,5960.0,8000.0
0.71,17.56,1832.0,6168.0,8000.0
1.35,19.65,1624.0,6376.0,8000.0
3.1,23.73,1438.0,6562.0,8000.0
4.66,26.56,1228.0,6772.0,8000.0
6.18,28.38,1044.0,6956.0,8000.0
8.48,29.88,832.0,7168.0,8000.0
9.83,30.76,654.0,7346.0,8000.0
11.3,31.81,428.0,7572.0,8000.0
12.04,32.22,250.0,7750.0,8000.0
12.34,32.55,36.0,7964.0,8000.0
12.85,32.8,-140.0,8140.0,8000.0
13.01,32.8,-216.0,8216.0,8000.0
14.54,32.39,-216.0,8216.0,8000.0
15.09,31.48,-196.0,8196.0,8000.0
16.16,31.4,-184.0,8184.0,8000.0
16.85,29.64,-180.0,8180.0,8000.0
17.27,29.24,-176.0,8176.0,8000.0
17.68,30.11,-172.0,8172.0,8000.0
18.53,31.16,-166.0,8166.0,8000.0
19.03,31.57,-160.0,8160.0,8000.0
19.09,31.73,-146.0,8146.0,8000.0
19.4,32.06,-140.0,8140.0,8000.0
19.84,32.3,-132.0,8132.0,8000.0
20.29,32.39,-124.0,8124.0,8000.0
