0,0,0,0,0,0,9000
0.0,11.08,0.0,5.72,4.0,-10.0,9000.0
0.0,12.56,0.0,15.05,4.0,-10.0,9000.0
0.0,10.58,0.0,10.58,4.8,-12.0,9000.0
0.0,10.09,0.0,6.2,4.8,-12.0,9000.0
0.0,11.08,0.0,0.0,4.0,-10.0,9000.0
0.0,12.06,0.0,0.0,4.8,-12.0,9000.0
0.0,11.08,0.0,3.8,4.8,-12.0,9000.0
0.0,10.09,0.0,5.72,4.8,-12.0,9000.0
0.0,8.14,0.0,5.72,4.0,-10.0,9000.0
0.0,6.2,0.0,4.27,4.8,-12.0,9000.0
0.0,0.0,0.0,16.05,4.0,-10.0,9000.0
0.0,0.0,0.0,16.56,3604.0,-10.0,9000.0
0.0,0.0,0.0,27.36,3586.4,34.0,9000.0
0.0,0.0,0.0,28.95,3543.2,158.0,9000.0
0.0,0.0,0.0,25.79,3482.4,294.0,9000.0
0.0,0.0,0.0,24.23,3446.4,384.0,9000.0
0.0,0.0,0.0,25.27,3329.6,676.0,9000.0
0.0,0.0,0.0,24.23,3251.2,872.0,9000.0
0.0,0.0,0.0,20.62,3176.8,1058.0,9000.0
0.0,0.0,0.0,21.13,3086.4,1284.0,9000.0
0.0,0.0,0.0,28.95,3004.8,1488.0,9000.0
0.0,0.0,0.0,27.89,2936.8,1658.0,9000.0
0.0,0.0,0.0,30.01,2844.0,1890.0,9000.0
0.0,0.0,0.0,37.01,2762.4,2094.0,9000.0
0.0,0.0,0.0,38.1,2704.8,2238.0,9000.0
0.0,0.0,0.0,28.95,2593.6,2516.0,9000.0
0.0,0.0,0.0,24.23,2511.2,2722.0,9000.0
0.0,0.0,0.0,11.57,2440.0,2900.0,9000.0
0.0,0.0,0.0,11.08,2339.2,3152.0,9000.0
0.0,0.0,0.0,11.57,2272.8,3318.0,9000.0
0.0,0.0,0.0,11.08,2201.6,3496.0,9000.0
0.0,0.0,0.0,11.08,2115.2,3712.0,9000.0
0.0,0.0,0.0,11.08,2018.4,3954.0,9000.0
0.0,0.0,0.0,11.57,1946.4,4134.0,9000.0
0.0,0.0,0.0,11.08,1858.4,4354.0,9000.0
0.0,0.0,0.0,18.58,1762.4,4594.0,9000.0
0.0,0.0,0.0,29.48,1719.2,4702.0,9000.0
0.0,12.06,0.0,28.42,1609.6,4976.0,9000.0
5.72,15.55,0.0,28.42,1536.0,5160.0,9000.0
17.57,20.62,0.0,28.42,1455.2,5362.0,9000.0
29.48,26.31,0.0,27.36,1361.6,5596.0,9000.0
33.75,26.84,0.0,38.1,1274.4,5814.0,9000.0
34.29,30.01,0.0,39.2,1208.8,5978.0,9000.0
41.41,31.6,0.0,33.75,1124.8,6188.0,9000.0
45.89,40.86,0.0,33.21,1044.0,6390.0,9000.0
81.46,57.43,0.0,27.36,974.4,6564.0,9000.0
100.76,72.59,0.0,23.19,881.6,6796.0,9000.0
117.03,78.26,0.0,26.31,800.8,6998.0,9000.0
122.91,103.53,0.0,29.48,721.6,7196.0,9000.0
131.94,109.85,0.0,48.16,624.0,7440.0,9000.0
140.47,116.31,0.0,47.59,560.0,7600.0,9000.0
139.68,113.42,0.0,75.1,491.2,7772.0,9000.0
127.39,115.58,0.0,95.98,399.2,8002.0,9000.0
123.65,112.7,0.0,96.66,315.2,8212.0,9000.0
122.17,109.85,0.0,100.76,250.4,8374.0,9000.0
123.65,114.86,0.0,98.7,152.8,8618.0,9000.0
128.9,127.39,0.0,114.14,76.8,8808.0,9000.0
144.42,151.66,0.0,93.96,37.6,8906.0,9000.0
146.01,148.42,0.0,68.26,28.8,8928.0,9000.0
144.42,146.81,0.0,60.4,24.0,8940.0,9000.0
141.25,150.85,0.0,59.8,22.4,8944.0,9000.0
133.48,158.24,0.0,80.82,22.4,8944.0,9000.0
128.9,161.58,0.0,89.95,22.4,8944.0,9000.0
138.9,153.29,0.0,97.34,22.4,8944.0,9000.0
163.26,153.29,0.0,111.99,23.2,8942.0,9000.0
185.98,159.07,0.0,125.89,23.2,8942.0,9000.0
238.69,158.24,0.0,140.47,24.0,8940.0,9000.0
257.04,156.58,0.0,146.81,23.2,8942.0,9000.0
313.04,171.82,0.0,147.62,24.0,8940.0,9000.0
331.4,186.89,0.0,152.47,24.0,8940.0,9000.0
354.86,189.62,0.0,166.66,24.0,8940.0,9000.0
362.02,190.54,0.0,159.07,24.0,8940.0,9000.0
370.78,194.22,0.0,156.58,24.0,8940.0,9000.0
391.94,197.02,0.0,150.85,24.0,8940.0,9000.0
407.71,196.08,0.0,142.83,23.2,8942.0,9000.0
409.31,211.33,0.0,144.42,24.8,8938.0,9000.0
420.74,224.24,1.89,138.9,24.0,8940.0,9000.0
439.29,238.69,6.2,129.66,24.0,8940.0,9000.0
442.74,243.99,5.23,128.15,24.8,8938.0,9000.0
439.29,252.64,6.68,128.9,24.8,8938.0,9000.0
442.74,260.38,12.06,116.31,24.0,8940.0,9000.0
435.86,264.88,15.55,110.56,24.0,8940.0,9000.0
425.72,267.15,21.64,116.31,24.0,8940.0,9000.0
410.93,269.43,22.16,125.14,24.8,8938.0,9000.0
404.51,274.04,22.67,139.68,24.8,8938.0,9000.0
395.05,282.24,24.23,133.48,24.8,8938.0,9000.0
372.26,284.61,23.19,135.79,24.8,8938.0,9000.0
362.02,283.42,21.13,132.71,25.6,8936.0,9000.0
352.03,278.7,18.58,131.94,24.8,8938.0,9000.0
313.04,268.29,15.05,119.22,24.8,8938.0,9000.0
285.81,254.84,5.23,117.03,24.8,8938.0,9000.0
272.88,235.54,0.0,119.96,24.8,8938.0,9000.0
261.5,230.36,0.0,121.43,24.8,8938.0,9000.0
259.27,219.22,0.0,128.15,25.6,8936.0,9000.0
254.84,219.22,0.0,132.71,24.8,8938.0,9000.0
253.74,185.98,0.0,147.62,24.8,8938.0,9000.0
243.99,184.18,0.0,147.62,24.8,8938.0,9000.0
245.06,179.71,0.0,150.04,24.8,8938.0,9000.0
242.92,178.82,0.0,142.83,24.8,8938.0,9000.0
241.86,181.49,0.0,156.58,24.8,8938.0,9000.0
245.06,182.38,0.0,170.95,25.6,8936.0,9000.0
249.37,182.38,0.0,176.18,24.8,8938.0,9000.0
249.37,180.6,0.0,177.06,25.6,8936.0,9000.0
246.13,177.06,0.0,173.55,25.6,8936.0,9000.0
247.21,177.94,0.0,187.8,25.6,8936.0,9000.0
246.13,177.94,0.0,196.08,26.4,8934.0,9000.0
238.69,180.6,0.0,214.27,25.6,8936.0,9000.0
226.27,177.94,0.0,214.27,25.6,8936.0,9000.0
221.22,174.43,0.0,219.22,26.4,8934.0,9000.0
223.23,173.55,0.0,206.49,25.6,8936.0,9000.0
213.29,177.06,0.0,197.02,26.4,8934.0,9000.0
199.83,170.95,0.0,197.95,25.6,8936.0,9000.0
195.15,173.55,0.0,198.89,25.6,8936.0,9000.0
192.38,172.68,0.0,193.3,25.6,8936.0,9000.0
164.96,169.23,0.0,186.89,25.6,8936.0,9000.0
154.11,165.81,0.0,186.89,26.4,8934.0,9000.0
134.24,154.93,0.0,177.94,25.6,8936.0,9000.0
120.69,159.91,0.0,177.94,26.4,8934.0,9000.0
115.58,164.96,0.0,142.83,25.6,8936.0,9000.0
110.56,157.41,0.0,130.42,26.4,8934.0,9000.0
102.83,162.42,0.0,142.83,26.4,8934.0,9000.0
100.07,165.81,0.0,143.62,26.4,8934.0,9000.0
100.76,168.37,0.0,142.04,26.4,8934.0,9000.0
100.07,166.66,0.0,142.04,26.4,8934.0,9000.0
99.39,170.09,0.0,146.01,25.6,8936.0,9000.0
96.66,169.23,0.0,149.23,26.4,8934.0,9000.0
99.39,171.82,0.0,151.66,26.4,8934.0,9000.0
101.45,170.95,0.0,148.42,25.6,8936.0,9000.0
104.22,171.82,0.0,151.66,25.6,8936.0,9000.0
114.14,170.95,0.0,158.24,26.4,8934.0,9000.0
115.58,172.68,0.0,161.58,26.4,8934.0,9000.0
120.69,185.08,0.0,165.81,27.2,8932.0,9000.0
120.69,203.62,0.0,169.23,27.2,8932.0,9000.0
119.22,208.42,0.0,171.82,26.4,8934.0,9000.0
128.9,210.36,0.0,173.55,27.2,8932.0,9000.0
129.66,215.25,0.0,176.18,26.4,8934.0,9000.0
138.9,220.22,0.0,166.66,27.2,8932.0,9000.0
138.9,221.22,0.0,173.55,27.2,8932.0,9000.0
142.04,220.22,0.0,199.83,27.2,8932.0,9000.0
142.83,215.25,2.84,188.71,27.2,8934.0,9000.0
143.62,211.33,3.8,183.28,26.4,8934.0,9000.0
141.25,205.53,0.0,191.45,27.2,8932.0,9000.0
132.71,195.15,8.14,215.25,27.2,8932.0,9000.0
130.42,190.54,14.55,213.29,27.2,8932.0,9000.0
129.66,187.8,14.05,221.22,27.2,8932.0,9000.0
117.03,181.49,19.09,227.29,27.2,8932.0,9000.0
102.83,174.43,20.11,223.23,27.2,8932.0,9000.0
84.04,142.83,24.75,224.24,27.2,8932.0,9000.0
59.21,109.85,27.36,227.29,27.2,8932.0,9000.0
53.92,87.97,28.42,231.39,27.2,8932.0,9000.0
40.3,56.84,30.01,264.88,27.2,8932.0,9000.0
24.75,35.92,30.54,277.53,27.2,8932.0,9000.0
20.11,24.23,33.21,285.81,28.0,8930.0,9000.0
6.2,13.06,35.92,285.81,27.2,8932.0,9000.0
0.0,12.56,38.1,309.21,27.2,8932.0,9000.0
0.0,12.06,38.1,304.17,28.0,8930.0,9000.0
0.0,12.06,38.1,294.27,27.2,8932.0,9000.0
0.0,12.06,34.83,299.18,27.2,8932.0,9000.0
0.0,11.57,33.75,300.42,27.2,8932.0,9000.0
0.0,12.06,32.14,297.95,28.0,8930.0,9000.0
0.0,12.06,26.31,304.17,28.0,8930.0,9000.0
1.89,12.56,17.57,306.68,27.2,8932.0,9000.0
5.72,12.06,16.56,315.61,27.2,8932.0,9000.0
19.6,24.23,18.07,310.48,27.2,8932.0,9000.0
25.79,24.75,20.62,316.9,27.2,8932.0,9000.0
33.21,28.95,20.62,327.39,27.2,8932.0,9000.0
30.54,32.14,24.75,326.06,27.2,8932.0,9000.0
34.83,33.75,24.23,324.74,27.2,8932.0,9000.0
43.08,38.1,26.84,320.8,28.0,8930.0,9000.0
45.33,40.3,27.89,326.06,27.2,8932.0,9000.0
47.02,41.97,30.01,326.06,28.0,8930.0,9000.0
48.16,41.41,30.01,324.74,27.2,8932.0,9000.0
52.76,42.52,30.54,327.39,28.0,8930.0,9000.0
55.67,48.73,31.07,327.39,28.8,8928.0,9000.0
61.59,49.87,31.07,328.72,28.0,8930.0,9000.0
67.04,51.6,31.6,338.16,28.0,8930.0,9000.0
75.1,53.34,32.14,336.8,28.0,8930.0,9000.0
79.53,56.26,31.6,320.8,28.0,8930.0,9000.0
89.95,56.84,30.54,332.74,28.8,8928.0,9000.0
94.63,55.67,33.75,330.06,28.8,8928.0,9000.0
89.95,55.08,33.75,328.72,28.0,8930.0,9000.0
95.98,54.5,33.75,339.53,28.8,8928.0,9000.0
104.22,53.34,33.75,346.43,28.0,8930.0,9000.0
114.14,49.87,39.2,363.47,28.8,8928.0,9000.0
120.69,48.16,40.86,372.26,28.0,8930.0,9000.0
119.96,45.89,41.97,364.92,28.8,8928.0,9000.0
125.14,41.97,40.3,366.38,28.0,8930.0,9000.0
130.42,41.97,40.86,364.92,28.8,8928.0,9000.0
146.81,41.97,37.01,357.71,28.8,8928.0,9000.0
158.24,41.41,38.1,356.28,28.8,8928.0,9000.0
165.81,33.75,37.01,360.58,28.8,8928.0,9000.0
169.23,31.6,36.46,350.62,28.0,8930.0,9000.0
172.68,30.54,35.37,338.16,28.8,8928.0,9000.0
