0,0,0,0,0,0,8000
0,0,0,0,0,0,8000
0,0,0,0,0,0,8000
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-14.0,14.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-18.0,18.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,-16.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,7984.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,7984.0,16.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,7786.0,214.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,7664.0,336.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,7450.0,550.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,7248.0,752.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,7064.0,936.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,6870.0,1130.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,6662.0,1338.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,6492.0,1508.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,6340.0,1694.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,6066.0,1934.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,5880.0,2120.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,5694.0,2306.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,5468.0,2532.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,5288.0,2712.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,5070.0,2930.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,4876.0,3124.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,4654.0,3346.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,4432.0,3568.0,8000.0
0.0,0.0,0.0,0.0,0.0,0.0,4260.0,3740.0,8000.0
0.01,0.0,0.0,0.0,0.0,0.0,4112.0,3888.0,8000.0
0.09,0.0,0.0,0.0,0.0,0.0,3778.0,4222.0,8000.0
0.11,0.0,0.0,0.0,0.0,0.0,3584.0,4416.0,8000.0
0.18,0.0,0.0,0.62,0.0,0.0,3394.0,4606.0,8000.0
0.22,0.01,0.0,1.11,0.0,0.0,3190.0,4832.0,8000.0
0.32,0.73,-0.0,3.62,0.0,0.0,2978.0,5022.0,8000.0
0.37,1.14,0.05,4.22,0.0,0.0,2794.0,5206.0,8000.0
0.4,1.34,0.05,4.93,0.0,0.0,2586.0,5414.0,8000.0
0.4,1.78,0.1,6.4,0.0,0.0,2404.0,5596.0,8000.0
0.41,2.22,0.09,6.98,0.0,0.0,2184.0,5816.0,8000.0
0.51,2.96,0.11,7.53,0.0,0.0,2004.0,5996.0,8000.0
0.6,3.82,0.12,8.03,0.0,0.0,1782.0,6218.0,8000.0
0.7,4.04,0.15,8.25,0.0,0.0,1600.0,6400.0,8000.0
0.78,4.2,0.2,8.45,0.0,0.0,1412.0,6588.0,8000.0
0.82,4.37,0.23,8.78,0.0,0.0,1194.0,6806.0,8000.0
1.19,4.66,0.15,8.61,0.0,0.0,982.0,7018.0,8000.0
1.28,4.7,0.15,8.41,0.0,0.0,794.0,7206.0,8000.0
1.64,5.09,0.22,8.95,0.0,0.0,604.0,7396.0,8000.0
1.93,5.53,0.25,9.39,0.0,0.0,392.0,7608.0,8000.0
2.23,5.83,0.25,9.82,0.0,0.0,226.0,7774.0,8000.0
2.79,6.11,0.28,10.28,0.0,0.0,110.0,7890.0,8000.0
3.04,6.29,0.4,10.5,0.0,0.0,-152.0,8152.0,8000.0
3.2,6.51,0.48,10.61,0.0,0.0,-170.0,8170.0,8000.0
3.36,6.66,0.54,10.55,0.0,0.0,-150.0,8150.0,8000.0
3.61,6.74,0.78,11.43,0.0,0.0,-194.0,8194.0,8000.0
3.72,6.86,0.86,11.68,0.0,0.0,-200.0,8200.0,8000.0
4.2,6.71,1.02,11.94,0.0,0.0,-194.0,8194.0,8000.0
4.44,6.68,1.03,12.01,0.0,0.0,-190.0,8190.0,8000.0
4.61,6.57,1.06,12.14,0.0,0.0,-182.0,8182.0,8000.0
4.89,6.49,1.12,12.35,0.0,0.0,-174.0,8174.0,8000.0
5.03,6.6,1.15,12.49,0.0,0.0,-164.0,8164.0,8000.0
5.16,6.63,1.14,12.7,0.0,0.0,-148.0,8148.0,8000.0
5.31,6.77,1.17,12.78,0.0,0.0,-138.0,8138.0,8000.0
6.01,7.04,1.41,13.0,0.0,0.0,-130.0,8130.0,8000.0
6.29,7.3,1.47,13.39,0.0,0.0,-124.0,8124.0,8000.0
6.66,7.5,1.65,13.63,0.0,0.0,-122.0,8122.0,8000.0
6.83,7.6,1.74,13.55,0.0,0.0,-116.0,8116.0,8000.0
6.98,7.67,1.78,13.47,0.0,0.0,-114.0,8114.0,8000.0
7.11,7.74,1.79,13.47,0.0,0.0,-112.0,8112.0,8000.0
7.2,7.7,1.76,13.55,0.0,0.0,-108.0,8108.0,8000.0
7.2,7.63,1.77,13.39,0.0,0.0,-106.0,8106.0,8000.0
7.36,7.6,1.77,13.31,0.0,0.0,-102.0,8102.0,8000.0
7.46,7.67,1.76,12.85,0.0,0.0,-100.0,8100.0,8000.0
7.43,7.81,1.78,12.78,0.0,0.0,-94.0,8094.0,8000.0
7.56,7.88,1.77,12.56,0.0,0.0,-88.0,8088.0,8000.0
7.63,7.88,1.75,12.42,0.0,0.0,-84.0,8084.0,8000.0
7.67,7.99,1.74,12.21,0.0,0.0,-80.0,8080.0,8000.0
7.67,8.03,1.73,11.94,0.0,0.0,-78.0,8078.0,8000.0
7.67,7.95,1.72,11.87,0.0,0.0,-72.0,8072.0,8000.0
7.7,7.92,1.75,11.87,0.0,0.0,-72.0,8072.0,8000.0
7.74,7.81,1.76,11.49,0.0,0.0,-66.0,8066.0,8000.0
7.81,7.74,1.68,11.24,0.0,0.0,-64.0,8064.0,8000.0
7.74,7.63,1.69,11.06,0.0,0.0,-64.0,8064.0,8000.0
7.63,7.43,1.64,10.78,0.0,0.0,-62.0,8062.0,8000.0
7.6,7.23,1.57,10.78,0.0,0.0,-60.0,8060.0,8000.0
7.7,6.83,1.55,10.66,0.0,0.0,-60.0,8060.0,8000.0
7.7,6.83,1.55,10.66,0.0,0.0,-56.0,8056.0,8000.0
7.7,6.54,1.51,10.78,0.0,0.0,-56.0,8056.0,8000.0
7.77,5.83,1.39,10.66,0.0,0.0,-54.0,8054.0,8000.0
7.77,5.44,1.36,10.5,0.0,0.0,-52.0,8052.0,8000.0
7.77,5.01,1.27,10.61,0.0,0.0,-52.0,8052.0,8000.0
7.77,5.03,1.27,10.66,0.0,0.0,-50.0,8050.0,8000.0
7.7,4.99,1.25,10.66,0.0,0.0,-48.0,8048.0,8000.0
