0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
0.0,0.0,0.0,0.0,8098.0,4.0
